ID,designation_header,strain_number_header,is_type_strain_header,species,genus
21385,"So ce962",,0,"Sorangium cellulosum",Sorangium
22116,"So ce85",,0,"Sorangium cellulosum",Sorangium
19816,"So ce1582",,0,"Sorangium cellulosum",Sorangium
12156,"So ce217","DSM 53277",0,"Sorangium cellulosum",Sorangium
20991,"So ce1460",,0,"Sorangium cellulosum",Sorangium
12109,"So ce130","DSM 53227",0,"Sorangium cellulosum",Sorangium
12412,"So ce1632","DSM 53541",0,"Sorangium cellulosum",Sorangium
21420,"So ce926",,0,"Sorangium cellulosum",Sorangium
22248,"So ce1055",,0,"Sorangium cellulosum",Sorangium
18733,"So ce295",,0,"Sorangium cellulosum",Sorangium
19917,"So ce1509",,0,"Sorangium cellulosum",Sorangium
20354,"So ce633",,0,"Sorangium cellulosum",Sorangium
12188,"So ce277","DSM 53310",0,"Sorangium cellulosum",Sorangium
21048,"So ce1081",,0,"Sorangium cellulosum",Sorangium
21049,"So ce1084",,0,"Sorangium cellulosum",Sorangium
12445,"So ce1840","DSM 53574",0,"Sorangium cellulosum",Sorangium
21465,"So ce969",,0,"Sorangium cellulosum",Sorangium
19020,"So ce186",,0,"Sorangium cellulosum",Sorangium
19954,"So ce1528",,0,"Sorangium cellulosum",Sorangium
20412,"So ce614",,0,"Sorangium cellulosum",Sorangium
12221,"So ce325","DSM 53343",0,"Sorangium cellulosum",Sorangium
21085,"So ce1068",,0,"Sorangium cellulosum",Sorangium
12477,"So ce1884","DSM 53606",0,"Sorangium cellulosum",Sorangium
21573,"So ce1229",,0,"Sorangium cellulosum",Sorangium
19271,"So ce1795",,0,"Sorangium cellulosum",Sorangium
20004,"So ce1565",,0,"Sorangium cellulosum",Sorangium
20485,"So ce686",,0,"Sorangium cellulosum",Sorangium
12253,"So ce376","DSM 53376",0,"Sorangium cellulosum",Sorangium
21649,"So ce1279",,0,"Sorangium cellulosum",Sorangium
19347,"So ce1761",,0,"Sorangium cellulosum",Sorangium
20072,"So ce717",,0,"Sorangium cellulosum",Sorangium
20672,"So ce1326",,0,"Sorangium cellulosum",Sorangium
12285,"So ce420","DSM 53412",0,"Sorangium cellulosum",Sorangium
21144,"So ce869",,0,"Sorangium cellulosum",Sorangium
21694,"So ce916",,0,"Sorangium cellulosum",Sorangium
19383,"So ce1732",,0,"Sorangium cellulosum",Sorangium
20119,"So ce766",,0,"Sorangium cellulosum",Sorangium
20767,"So ce1399",,0,"Sorangium cellulosum",Sorangium
12317,"So ce468","DSM 53446",0,"Sorangium cellulosum",Sorangium
21248,"So ce1122",,0,"Sorangium cellulosum",Sorangium
21962,"So ce42",,0,"Sorangium cellulosum",Sorangium
19428,"So ce597",,0,"Sorangium cellulosum",Sorangium
20198,"So ce1648",,0,"Sorangium cellulosum",Sorangium
20819,"So ce1357",,0,"Sorangium cellulosum",Sorangium
12349,"So ce531","DSM 53478",0,"Sorangium cellulosum",Sorangium
21319,"So ce1164",,0,"Sorangium cellulosum",Sorangium
18210,"So ce1894",,0,"Sorangium cellulosum",Sorangium
19653,"So ce1854",,0,"Sorangium cellulosum",Sorangium
12125,"So ce163","DSM 53246",0,"Sorangium cellulosum",Sorangium
20909,"So ce1453",,0,"Sorangium cellulosum",Sorangium
12078,"So ce39","DSM 53185",0,"Sorangium cellulosum",Sorangium
12381,"So ce1102","DSM 53510",0,"Sorangium cellulosum",Sorangium
21386,"So ce1187",,0,"Sorangium cellulosum",Sorangium
22121,"So ce81",,0,"Sorangium cellulosum",Sorangium
19817,"So ce1585",,0,"Sorangium cellulosum",Sorangium
20286,"So ce1670",,0,"Sorangium cellulosum",Sorangium
12157,"So ce219","DSM 53278",0,"Sorangium cellulosum",Sorangium
20992,"So ce1464",,0,"Sorangium cellulosum",Sorangium
12413,"So ce1635","DSM 53542",0,"Sorangium cellulosum",Sorangium
21421,"So ce925",,0,"Sorangium cellulosum",Sorangium
22249,"So ce1054",,0,"Sorangium cellulosum",Sorangium
18734,"So ce298",,0,"Sorangium cellulosum",Sorangium
19918,"So ce1508",,0,"Sorangium cellulosum",Sorangium
20355,"So ce634",,0,"Sorangium cellulosum",Sorangium
12189,"So ce278","DSM 53311",0,"Sorangium cellulosum",Sorangium
21050,"So ce1083",,0,"Sorangium cellulosum",Sorangium
12446,"So ce1841","DSM 53575",0,"Sorangium cellulosum",Sorangium
21466,"So ce967",,0,"Sorangium cellulosum",Sorangium
19022,"So ce189",,0,"Sorangium cellulosum",Sorangium
19955,"So ce1524",,0,"Sorangium cellulosum",Sorangium
20413,"So ce609",,0,"Sorangium cellulosum",Sorangium
12222,"So ce326","DSM 53344",0,"Sorangium cellulosum",Sorangium
21086,"So ce1067",,0,"Sorangium cellulosum",Sorangium
12478,"So ce1885","DSM 53607",0,"Sorangium cellulosum",Sorangium
21580,"So ce1222",,0,"Sorangium cellulosum",Sorangium
19272,"So ce1798",,0,"Sorangium cellulosum",Sorangium
20005,"So ce1564",,0,"Sorangium cellulosum",Sorangium
20486,"So ce689",,0,"Sorangium cellulosum",Sorangium
12254,"So ce379","DSM 53378",0,"Sorangium cellulosum",Sorangium
21652,"So ce1270",,0,"Sorangium cellulosum",Sorangium
19349,"So ce1759",,0,"Sorangium cellulosum",Sorangium
20073,"So ce714",,0,"Sorangium cellulosum",Sorangium
20676,"So ce1322",,0,"Sorangium cellulosum",Sorangium
12286,"So ce421","DSM 53413",0,"Sorangium cellulosum",Sorangium
21145,"So ce878",,0,"Sorangium cellulosum",Sorangium
21702,"So ce1296",,0,"Sorangium cellulosum",Sorangium
19384,"So ce1731",,0,"Sorangium cellulosum",Sorangium
20120,"So ce760",,0,"Sorangium cellulosum",Sorangium
20768,"So ce1382",,0,"Sorangium cellulosum",Sorangium
12318,"So ce469","DSM 53447",0,"Sorangium cellulosum",Sorangium
21249,"So ce1120",,0,"Sorangium cellulosum",Sorangium
21970,"So ce13",,0,"Sorangium cellulosum",Sorangium
19433,"So ce590",,0,"Sorangium cellulosum",Sorangium
20199,"So ce1647",,0,"Sorangium cellulosum",Sorangium
20821,"So ce1350",,0,"Sorangium cellulosum",Sorangium
12350,"So ce532","DSM 53479",0,"Sorangium cellulosum",Sorangium
21330,"So ce1150",,0,"Sorangium cellulosum",Sorangium
18211,"So ce1895",,0,"Sorangium cellulosum",Sorangium
19654,"So ce1867",,0,"Sorangium cellulosum",Sorangium
20239,"So ce1687",,0,"Sorangium cellulosum",Sorangium
12126,"So ce167","DSM 53247",0,"Sorangium cellulosum",Sorangium
20911,"So ce1450",,0,"Sorangium cellulosum",Sorangium
12079,"So ce40","DSM 53186",0,"Sorangium cellulosum",Sorangium
12382,"So ce1114","DSM 53511",0,"Sorangium cellulosum",Sorangium
21387,"So ce1186",,0,"Sorangium cellulosum",Sorangium
22122,"So ce80",,0,"Sorangium cellulosum",Sorangium
19818,"So ce1586",,0,"Sorangium cellulosum",Sorangium
12158,"So ce220","DSM 53279",0,"Sorangium cellulosum",Sorangium
20993,"So ce1463",,0,"Sorangium cellulosum",Sorangium
12414,"So ce1639","DSM 53543",0,"Sorangium cellulosum",Sorangium
21422,"So ce924",,0,"Sorangium cellulosum",Sorangium
22250,"So ce1057",,0,"Sorangium cellulosum",Sorangium
20356,"So ce627",,0,"Sorangium cellulosum",Sorangium
12190,"So ce280","DSM 53312",0,"Sorangium cellulosum",Sorangium
21051,"So ce1086",,0,"Sorangium cellulosum",Sorangium
12447,"So ce1842","DSM 53576",0,"Sorangium cellulosum",Sorangium
21467,"So ce968",,0,"Sorangium cellulosum",Sorangium
19024,"So ce201",,0,"Sorangium cellulosum",Sorangium
19956,"So ce1527",,0,"Sorangium cellulosum",Sorangium
20414,"So ce605",,0,"Sorangium cellulosum",Sorangium
12223,"So ce327","DSM 53345",0,"Sorangium cellulosum",Sorangium
21087,"So ce1062",,0,"Sorangium cellulosum",Sorangium
12479,"So ce1888","DSM 53608",0,"Sorangium cellulosum",Sorangium
21582,"So ce1221",,0,"Sorangium cellulosum",Sorangium
19273,"So ce1788",,0,"Sorangium cellulosum",Sorangium
20006,"So ce1563",,0,"Sorangium cellulosum",Sorangium
20487,"So ce688",,0,"Sorangium cellulosum",Sorangium
12255,"So ce381","DSM 53379",0,"Sorangium cellulosum",Sorangium
21653,"So ce1271",,0,"Sorangium cellulosum",Sorangium
19350,"So ce1758",,0,"Sorangium cellulosum",Sorangium
20074,"So ce715",,0,"Sorangium cellulosum",Sorangium
20679,"So ce1323",,0,"Sorangium cellulosum",Sorangium
12287,"So ce422","DSM 53414",0,"Sorangium cellulosum",Sorangium
21146,"So ce877",,0,"Sorangium cellulosum",Sorangium
21703,"So ce1297",,0,"Sorangium cellulosum",Sorangium
19385,"So ce1730",,0,"Sorangium cellulosum",Sorangium
20121,"So ce759",,0,"Sorangium cellulosum",Sorangium
20769,"So ce1380",,0,"Sorangium cellulosum",Sorangium
12319,"So ce472","DSM 53448",0,"Sorangium cellulosum",Sorangium
21253,"So ce1119",,0,"Sorangium cellulosum",Sorangium
21972,"So ce14",,0,"Sorangium cellulosum",Sorangium
19435,"So ce591",,0,"Sorangium cellulosum",Sorangium
20822,"So ce1339",,0,"Sorangium cellulosum",Sorangium
12351,"So ce533","DSM 53480",0,"Sorangium cellulosum",Sorangium
21331,"So ce1151",,0,"Sorangium cellulosum",Sorangium
18212,"So ce1595",,0,"Sorangium cellulosum",Sorangium
19658,"So ce1853",,0,"Sorangium cellulosum",Sorangium
20240,"So ce1685",,0,"Sorangium cellulosum",Sorangium
12127,"So ce171","DSM 53248",0,"Sorangium cellulosum",Sorangium
20912,"So ce1451",,0,"Sorangium cellulosum",Sorangium
12080,"So ce41","DSM 53187",0,"Sorangium cellulosum",Sorangium
12383,"So ce1160","DSM 53512",0,"Sorangium cellulosum",Sorangium
21388,"So ce1189",,0,"Sorangium cellulosum",Sorangium
22126,"So ce79",,0,"Sorangium cellulosum",Sorangium
19819,"So ce1587",,0,"Sorangium cellulosum",Sorangium
20288,"So ce1672",,0,"Sorangium cellulosum",Sorangium
12159,"So ce221","DSM 53280",0,"Sorangium cellulosum",Sorangium
20995,"So ce1462",,0,"Sorangium cellulosum",Sorangium
12415,"So ce1641","DSM 53544",0,"Sorangium cellulosum",Sorangium
21423,"So ce923",,0,"Sorangium cellulosum",Sorangium
22251,"So ce1056",,0,"Sorangium cellulosum",Sorangium
18836,"So ce313",,0,"Sorangium cellulosum",Sorangium
20357,"So ce1609",,0,"Sorangium cellulosum",Sorangium
12191,"So ce283","DSM 53313",0,"Sorangium cellulosum",Sorangium
21052,"So ce822",,0,"Sorangium cellulosum",Sorangium
12448,"So ce1843","DSM 53577",0,"Sorangium cellulosum",Sorangium
21471,"So ce973",,0,"Sorangium cellulosum",Sorangium
19025,"So ce202",,0,"Sorangium cellulosum",Sorangium
19957,"So ce1526",,0,"Sorangium cellulosum",Sorangium
20415,"So ce607",,0,"Sorangium cellulosum",Sorangium
12224,"So ce330","DSM 53346",0,"Sorangium cellulosum",Sorangium
21088,"So ce842",,0,"Sorangium cellulosum",Sorangium
12480,"So ce1889","DSM 53609",0,"Sorangium cellulosum",Sorangium
21584,"So ce1220",,0,"Sorangium cellulosum",Sorangium
19275,"So ce1789",,0,"Sorangium cellulosum",Sorangium
20007,"So ce1562",,0,"Sorangium cellulosum",Sorangium
20488,"So ce681",,0,"Sorangium cellulosum",Sorangium
12256,"So ce383","DSM 53380",0,"Sorangium cellulosum",Sorangium
21115,"So ce1070",,0,"Sorangium cellulosum",Sorangium
21655,"So ce1272",,0,"Sorangium cellulosum",Sorangium
19351,"So ce1757",,0,"Sorangium cellulosum",Sorangium
20075,"So ce718",,0,"Sorangium cellulosum",Sorangium
20680,"So ce1324",,0,"Sorangium cellulosum",Sorangium
12288,"So ce423","DSM 53415",0,"Sorangium cellulosum",Sorangium
21147,"So ce876",,0,"Sorangium cellulosum",Sorangium
21704,"So ce1298",,0,"Sorangium cellulosum",Sorangium
19386,"So ce1711",,0,"Sorangium cellulosum",Sorangium
20122,"So ce758",,0,"Sorangium cellulosum",Sorangium
20770,"So ce1381",,0,"Sorangium cellulosum",Sorangium
12320,"So ce479","DSM 53449",0,"Sorangium cellulosum",Sorangium
21257,"So ce1118",,0,"Sorangium cellulosum",Sorangium
21974,"So ce15",,0,"Sorangium cellulosum",Sorangium
19438,"So ce594",,0,"Sorangium cellulosum",Sorangium
20203,"So ce1652",,0,"Sorangium cellulosum",Sorangium
20825,"So ce1337",,0,"Sorangium cellulosum",Sorangium
12352,"So ce534","DSM 53481",0,"Sorangium cellulosum",Sorangium
21332,"So ce1152",,0,"Sorangium cellulosum",Sorangium
18213,"So ce1596",,0,"Sorangium cellulosum",Sorangium
19659,"So ce403",,0,"Sorangium cellulosum",Sorangium
20241,"So ce1684",,0,"Sorangium cellulosum",Sorangium
12128,"So ce173","DSM 53249",0,"Sorangium cellulosum",Sorangium
20915,"So ce1449",,0,"Sorangium cellulosum",Sorangium
12081,"So ce45","DSM 53188",0,"Sorangium cellulosum",Sorangium
12384,"So ce1161","DSM 53513",0,"Sorangium cellulosum",Sorangium
21389,"So ce1188",,0,"Sorangium cellulosum",Sorangium
22127,"So ce78",,0,"Sorangium cellulosum",Sorangium
18326,"So ce107",,0,"Sorangium cellulosum",Sorangium
19820,"So ce1588",,0,"Sorangium cellulosum",Sorangium
20289,"So ce1675",,0,"Sorangium cellulosum",Sorangium
12160,"So ce222","DSM 53281",0,"Sorangium cellulosum",Sorangium
20996,"So ce1468",,0,"Sorangium cellulosum",Sorangium
12416,"So ce1643","DSM 53545",0,"Sorangium cellulosum",Sorangium
21424,"So ce929",,0,"Sorangium cellulosum",Sorangium
22252,"So ce1051",,0,"Sorangium cellulosum",Sorangium
18838,"So ce316",,0,"Sorangium cellulosum",Sorangium
20359,"So ce1604",,0,"Sorangium cellulosum",Sorangium
12192,"So ce284","DSM 53314",0,"Sorangium cellulosum",Sorangium
21053,"So ce1085",,0,"Sorangium cellulosum",Sorangium
12449,"So ce1844","DSM 53578",0,"Sorangium cellulosum",Sorangium
21473,"So ce972",,0,"Sorangium cellulosum",Sorangium
19081,"So ce245",,0,"Sorangium cellulosum",Sorangium
19958,"So ce1531",,0,"Sorangium cellulosum",Sorangium
20416,"So ce606",,0,"Sorangium cellulosum",Sorangium
12225,"So ce332","DSM 53347",0,"Sorangium cellulosum",Sorangium
21089,"So ce1061",,0,"Sorangium cellulosum",Sorangium
12481,"So ce1891","DSM 53610",0,"Sorangium cellulosum",Sorangium
21586,"So ce1226",,0,"Sorangium cellulosum",Sorangium
19291,"So ce1799",,0,"Sorangium cellulosum",Sorangium
20008,"So ce1561",,0,"Sorangium cellulosum",Sorangium
20490,"So ce683",,0,"Sorangium cellulosum",Sorangium
12257,"So ce385","DSM 53382",0,"Sorangium cellulosum",Sorangium
21116,"So ce830",,0,"Sorangium cellulosum",Sorangium
21656,"So ce911",,0,"Sorangium cellulosum",Sorangium
19352,"So ce1756",,0,"Sorangium cellulosum",Sorangium
20077,"So ce719",,0,"Sorangium cellulosum",Sorangium
20682,"So ce1325",,0,"Sorangium cellulosum",Sorangium
12289,"So ce424","DSM 53416",0,"Sorangium cellulosum",Sorangium
21148,"So ce875",,0,"Sorangium cellulosum",Sorangium
21705,"So ce1299",,0,"Sorangium cellulosum",Sorangium
19387,"So ce1712",,0,"Sorangium cellulosum",Sorangium
20125,"So ce771",,0,"Sorangium cellulosum",Sorangium
20771,"So ce1384",,0,"Sorangium cellulosum",Sorangium
12321,"So ce483","DSM 53450",0,"Sorangium cellulosum",Sorangium
21258,"So ce1110",,0,"Sorangium cellulosum",Sorangium
21975,"So ce16",,0,"Sorangium cellulosum",Sorangium
19440,"So ce595",,0,"Sorangium cellulosum",Sorangium
20204,"So ce1655",,0,"Sorangium cellulosum",Sorangium
20827,"So ce1338",,0,"Sorangium cellulosum",Sorangium
12353,"So ce535","DSM 53482",0,"Sorangium cellulosum",Sorangium
21333,"So ce1153",,0,"Sorangium cellulosum",Sorangium
18214,"So ce1593",,0,"Sorangium cellulosum",Sorangium
19660,"So ce1829",,0,"Sorangium cellulosum",Sorangium
20242,"So ce1683",,0,"Sorangium cellulosum",Sorangium
12129,"So ce174","DSM 53250",0,"Sorangium cellulosum",Sorangium
20917,"So ce1448",,0,"Sorangium cellulosum",Sorangium
12082,"So ce46","DSM 53189",0,"Sorangium cellulosum",Sorangium
12385,"So ce1165","DSM 53514",0,"Sorangium cellulosum",Sorangium
21391,"So ce949",,0,"Sorangium cellulosum",Sorangium
22129,"So ce73",,0,"Sorangium cellulosum",Sorangium
18327,"So ce100",,0,"Sorangium cellulosum",Sorangium
19821,"So ce1580",,0,"Sorangium cellulosum",Sorangium
20291,"So ce1676",,0,"Sorangium cellulosum",Sorangium
12161,"So ce223","DSM 53282",0,"Sorangium cellulosum",Sorangium
20998,"So ce1467",,0,"Sorangium cellulosum",Sorangium
12417,"So ce1644","DSM 53546",0,"Sorangium cellulosum",Sorangium
21425,"So ce928",,0,"Sorangium cellulosum",Sorangium
22253,"So ce1050",,0,"Sorangium cellulosum",Sorangium
18856,"So ce341",,0,"Sorangium cellulosum",Sorangium
20361,"So ce1601",,0,"Sorangium cellulosum",Sorangium
12193,"So ce286","DSM 53315",0,"Sorangium cellulosum",Sorangium
21054,"So ce823",,0,"Sorangium cellulosum",Sorangium
12450,"So ce1845","DSM 53579",0,"Sorangium cellulosum",Sorangium
21475,"So ce971",,0,"Sorangium cellulosum",Sorangium
19085,"So ce248",,0,"Sorangium cellulosum",Sorangium
19959,"So ce1532",,0,"Sorangium cellulosum",Sorangium
12226,"So ce334","DSM 53348",0,"Sorangium cellulosum",Sorangium
21090,"So ce843",,0,"Sorangium cellulosum",Sorangium
12482,"So ce1893","DSM 53611",0,"Sorangium cellulosum",Sorangium
21588,"So ce1225",,0,"Sorangium cellulosum",Sorangium
19308,"So ce1742",,0,"Sorangium cellulosum",Sorangium
20009,"So ce1560",,0,"Sorangium cellulosum",Sorangium
20491,"So ce682",,0,"Sorangium cellulosum",Sorangium
12258,"So ce386","DSM 53383",0,"Sorangium cellulosum",Sorangium
21117,"So ce858",,0,"Sorangium cellulosum",Sorangium
21657,"So ce1273",,0,"Sorangium cellulosum",Sorangium
19353,"So ce1755",,0,"Sorangium cellulosum",Sorangium
20083,"So ce732",,0,"Sorangium cellulosum",Sorangium
20684,"So ce1320",,0,"Sorangium cellulosum",Sorangium
12290,"So ce425","DSM 53417",0,"Sorangium cellulosum",Sorangium
21149,"So ce874",,0,"Sorangium cellulosum",Sorangium
21706,"So ce1292",,0,"Sorangium cellulosum",Sorangium
19388,"So ce1713",,0,"Sorangium cellulosum",Sorangium
20126,"So ce770",,0,"Sorangium cellulosum",Sorangium
20772,"So ce1388",,0,"Sorangium cellulosum",Sorangium
12322,"So ce484","DSM 53451",0,"Sorangium cellulosum",Sorangium
21259,"So ce1112",,0,"Sorangium cellulosum",Sorangium
21976,"So ce11",,0,"Sorangium cellulosum",Sorangium
19442,"So ce592",,0,"Sorangium cellulosum",Sorangium
20205,"So ce1650",,0,"Sorangium cellulosum",Sorangium
20831,"So ce1343",,0,"Sorangium cellulosum",Sorangium
12354,"So ce540","DSM 53483",0,"Sorangium cellulosum",Sorangium
21334,"So ce1154",,0,"Sorangium cellulosum",Sorangium
18215,"So ce1592",,0,"Sorangium cellulosum",Sorangium
19661,"So ce1828",,0,"Sorangium cellulosum",Sorangium
20243,"So ce1682",,0,"Sorangium cellulosum",Sorangium
12130,"So ce175","DSM 53251",0,"Sorangium cellulosum",Sorangium
20919,"So ce1443",,0,"Sorangium cellulosum",Sorangium
12083,"So ce47","DSM 53190",0,"Sorangium cellulosum",Sorangium
12386,"So ce1175","DSM 53515",0,"Sorangium cellulosum",Sorangium
21392,"So ce947",,0,"Sorangium cellulosum",Sorangium
22130,"So ce72",,0,"Sorangium cellulosum",Sorangium
18352,"So ce128",,0,"Sorangium cellulosum",Sorangium
19822,"So ce1581",,0,"Sorangium cellulosum",Sorangium
12162,"So ce226","DSM 53283",0,"Sorangium cellulosum",Sorangium
21000,"So ce1466",,0,"Sorangium cellulosum",Sorangium
12418,"So ce1645","DSM 53547",0,"Sorangium cellulosum",Sorangium
21426,"So ce927",,0,"Sorangium cellulosum",Sorangium
22254,"So ce1053",,0,"Sorangium cellulosum",Sorangium
18891,"So ce366",,0,"Sorangium cellulosum",Sorangium
19923,"So ce1510",,0,"Sorangium cellulosum",Sorangium
20364,"So ce1607",,0,"Sorangium cellulosum",Sorangium
12194,"So ce287","DSM 53316",0,"Sorangium cellulosum",Sorangium
12195,"So ce289","DSM 53317",0,"Sorangium cellulosum",Sorangium
21055,"So ce805",,0,"Sorangium cellulosum",Sorangium
12451,"So ce1846","DSM 53580",0,"Sorangium cellulosum",Sorangium
21476,"So ce970",,0,"Sorangium cellulosum",Sorangium
19092,"So ce235",,0,"Sorangium cellulosum",Sorangium
19960,"So ce1533",,0,"Sorangium cellulosum",Sorangium
12227,"So ce335","DSM 53349",0,"Sorangium cellulosum",Sorangium
21091,"So ce1064",,0,"Sorangium cellulosum",Sorangium
12483,"So ce1897","DSM 53612",0,"Sorangium cellulosum",Sorangium
21590,"So ce1224",,0,"Sorangium cellulosum",Sorangium
19309,"So ce1743",,0,"Sorangium cellulosum",Sorangium
20010,"So ce1568",,0,"Sorangium cellulosum",Sorangium
20501,"So ce648",,0,"Sorangium cellulosum",Sorangium
12259,"So ce388","DSM 53384",0,"Sorangium cellulosum",Sorangium
21118,"So ce859",,0,"Sorangium cellulosum",Sorangium
21658,"So ce910",,0,"Sorangium cellulosum",Sorangium
19354,"So ce1773",,0,"Sorangium cellulosum",Sorangium
20084,"So ce733",,0,"Sorangium cellulosum",Sorangium
20686,"So ce1321",,0,"Sorangium cellulosum",Sorangium
12291,"So ce426","DSM 53418",0,"Sorangium cellulosum",Sorangium
21150,"So ce873",,0,"Sorangium cellulosum",Sorangium
21707,"So ce1293",,0,"Sorangium cellulosum",Sorangium
19389,"So ce1714",,0,"Sorangium cellulosum",Sorangium
20129,"So ce779",,0,"Sorangium cellulosum",Sorangium
20773,"So ce1389",,0,"Sorangium cellulosum",Sorangium
12323,"So ce487","DSM 53452",0,"Sorangium cellulosum",Sorangium
21260,"So ce1111",,0,"Sorangium cellulosum",Sorangium
21986,"So ce24",,0,"Sorangium cellulosum",Sorangium
19444,"So ce593",,0,"Sorangium cellulosum",Sorangium
20206,"So ce1651",,0,"Sorangium cellulosum",Sorangium
20832,"So ce1342",,0,"Sorangium cellulosum",Sorangium
12355,"So ce542","DSM 53484",0,"Sorangium cellulosum",Sorangium
21335,"So ce1155",,0,"Sorangium cellulosum",Sorangium
18216,"So ce1511",,0,"Sorangium cellulosum",Sorangium
19662,"So ce1825",,0,"Sorangium cellulosum",Sorangium
20244,"So ce1681",,0,"Sorangium cellulosum",Sorangium
20921,"So ce1444",,0,"Sorangium cellulosum",Sorangium
12084,"So ce49","DSM 53191",0,"Sorangium cellulosum",Sorangium
12387,"So ce1185","DSM 53516",0,"Sorangium cellulosum",Sorangium
21393,"So ce946",,0,"Sorangium cellulosum",Sorangium
22216,"So ce1019",,0,"Sorangium cellulosum",Sorangium
18353,"So ce121",,0,"Sorangium cellulosum",Sorangium
19829,"So ce1579",,0,"Sorangium cellulosum",Sorangium
12163,"So ce228","DSM 53284",0,"Sorangium cellulosum",Sorangium
21011,"So ce1490",,0,"Sorangium cellulosum",Sorangium
12419,"So ce1646","DSM 53548",0,"Sorangium cellulosum",Sorangium
21427,"So ce932",,0,"Sorangium cellulosum",Sorangium
22255,"So ce1005",,0,"Sorangium cellulosum",Sorangium
18892,"So ce367",,0,"Sorangium cellulosum",Sorangium
20365,"So ce1608",,0,"Sorangium cellulosum",Sorangium
12196,"So ce290","DSM 53318",0,"Sorangium cellulosum",Sorangium
21056,"So ce804",,0,"Sorangium cellulosum",Sorangium
12452,"So ce1847","DSM 53581",0,"Sorangium cellulosum",Sorangium
21477,"So ce977",,0,"Sorangium cellulosum",Sorangium
19099,"So ce225",,0,"Sorangium cellulosum",Sorangium
19962,"So ce1537",,0,"Sorangium cellulosum",Sorangium
12228,"So ce336","DSM 53350",0,"Sorangium cellulosum",Sorangium
21092,"So ce844",,0,"Sorangium cellulosum",Sorangium
12484,"So ce1898","DSM 53613",0,"Sorangium cellulosum",Sorangium
21593,"So ce1218",,0,"Sorangium cellulosum",Sorangium
19310,"So ce1740",,0,"Sorangium cellulosum",Sorangium
20012,"So ce1570",,0,"Sorangium cellulosum",Sorangium
20502,"So ce658",,0,"Sorangium cellulosum",Sorangium
12260,"So ce390","DSM 53386",0,"Sorangium cellulosum",Sorangium
21119,"So ce861","DSM 105796",0,"Sorangium cellulosum",Sorangium
21659,"So ce901",,0,"Sorangium cellulosum",Sorangium
19356,"So ce1774",,0,"Sorangium cellulosum",Sorangium
20085,"So ce735",,0,"Sorangium cellulosum",Sorangium
20688,"So ce1319",,0,"Sorangium cellulosum",Sorangium
12292,"So ce428","DSM 53420",0,"Sorangium cellulosum",Sorangium
21151,"So ce872",,0,"Sorangium cellulosum",Sorangium
21709,"So ce1295",,0,"Sorangium cellulosum",Sorangium
19390,"So ce1715",,0,"Sorangium cellulosum",Sorangium
20130,"So ce778",,0,"Sorangium cellulosum",Sorangium
20774,"So ce1377",,0,"Sorangium cellulosum",Sorangium
12324,"So ce490","DSM 53453",0,"Sorangium cellulosum",Sorangium
21263,"So ce1113",,0,"Sorangium cellulosum",Sorangium
21987,"So ce22",,0,"Sorangium cellulosum",Sorangium
19461,"So ce537",,0,"Sorangium cellulosum",Sorangium
20207,"So ce1615",,0,"Sorangium cellulosum",Sorangium
20833,"So ce1341",,0,"Sorangium cellulosum",Sorangium
12356,"So ce543","DSM 53485",0,"Sorangium cellulosum",Sorangium
21336,"So ce1156",,0,"Sorangium cellulosum",Sorangium
18217,"So ce1530",,0,"Sorangium cellulosum",Sorangium
19663,"So ce1826",,0,"Sorangium cellulosum",Sorangium
20245,"So ce1680",,0,"Sorangium cellulosum",Sorangium
12132,"So ce178","DSM 53253",0,"Sorangium cellulosum",Sorangium
20923,"So ce1445",,0,"Sorangium cellulosum",Sorangium
12085,"So ce55","DSM 53192",0,"Sorangium cellulosum",Sorangium
12388,"So ce1203","DSM 53517",0,"Sorangium cellulosum",Sorangium
21394,"So ce945",,0,"Sorangium cellulosum",Sorangium
22217,"So ce1023",,0,"Sorangium cellulosum",Sorangium
18354,"So ce111",,0,"Sorangium cellulosum",Sorangium
19831,"So ce1594",,0,"Sorangium cellulosum",Sorangium
12164,"So ce230","DSM 53285",0,"Sorangium cellulosum",Sorangium
21012,"So ce1493",,0,"Sorangium cellulosum",Sorangium
12420,"So ce1653","DSM 53549",0,"Sorangium cellulosum",Sorangium
21428,"So ce933",,0,"Sorangium cellulosum",Sorangium
22256,"So ce1006",,0,"Sorangium cellulosum",Sorangium
18912,"So ce356",,0,"Sorangium cellulosum",Sorangium
20369,"So ce1606",,0,"Sorangium cellulosum",Sorangium
12197,"So ce291","DSM 53319",0,"Sorangium cellulosum",Sorangium
21057,"So ce803",,0,"Sorangium cellulosum",Sorangium
12453,"So ce1848","DSM 53582",0,"Sorangium cellulosum",Sorangium
21478,"So ce976",,0,"Sorangium cellulosum",Sorangium
19100,"So ce224",,0,"Sorangium cellulosum",Sorangium
19963,"So ce1538",,0,"Sorangium cellulosum",Sorangium
12229,"So ce337","DSM 53351",0,"Sorangium cellulosum",Sorangium
21093,"So ce1063",,0,"Sorangium cellulosum",Sorangium
12485,"So ce1900","DSM 53614",0,"Sorangium cellulosum",Sorangium
21594,"So ce1219",,0,"Sorangium cellulosum",Sorangium
19311,"So ce1741",,0,"Sorangium cellulosum",Sorangium
20013,"So ce1578",,0,"Sorangium cellulosum",Sorangium
