ID,designation_header,strain_number_header,is_type_strain_header,species,genus
122635,"ST007084(HKI), 581-32",,0,"Streptomyces sp.",Streptomyces
124124,"ST015818(HKI), BI 04667",,0,"Streptomyces sp.",Streptomyces
125613,ST004597(HKI),,0,"Streptomyces sp.",Streptomyces
107453,ST017474(HKI),,0,"Streptomyces sp.",Streptomyces
122886,ST009797(HKI),,0,"Streptomyces sp.",Streptomyces
124375,"ST016724(HKI), BI 06086",,0,"Streptomyces sp.",Streptomyces
125864,ST003150(HKI),,0,"Streptomyces sp.",Streptomyces
106215,ST027551(HKI),,0,"Streptomyces sp.",Streptomyces
107704,"ST018407(HKI), BI 08394",,0,"Streptomyces sp.",Streptomyces
109193,ST023516(HKI),,0,"Streptomyces sp.",Streptomyces
110682,ST005255(HKI),,0,"Streptomyces sp.",Streptomyces
111690,"ST031531(HKI), GT20044314",,0,"Streptomyces sp.",Streptomyces
113179,"ST018603(HKI), BI 08444",,0,"Streptomyces sp.",Streptomyces
114668,ST009832(HKI),,0,"Streptomyces sp.",Streptomyces
15714,"BU 19.1","DSM 40611, ATCC 3352, CBS 100.67, CCM 3197, DSM 41026, ETH 31595, IMRU 3352, LBG A-3122, NRRL B-1231",0,"Streptomyces sp.",Streptomyces
109444,ST030779(HKI),,0,"Streptomyces sp.",Streptomyces
110933,"ST011776(HKI), SE13",,0,"Streptomyces sp.",Streptomyces
111941,ST029853(HKI),,0,"Streptomyces sp.",Streptomyces
113430,"ST006523(HKI), 478/3, BI 08913",,0,"Streptomyces sp.",Streptomyces
114919,ST002303(HKI),,0,"Streptomyces sp.",Streptomyces
116408,"ST016226(HKI), BI 05338",,0,"Streptomyces sp.",Streptomyces
117416,ST002433(HKI),,0,"Streptomyces sp.",Streptomyces
118905,"ST015531(HKI), BI 04375",,0,"Streptomyces sp.",Streptomyces
120394,ST005500(HKI),,0,"Streptomyces sp.",Streptomyces
121883,"ST015643(HKI), BI 04487",,0,"Streptomyces sp.",Streptomyces
117667,ST012334(HKI),,0,"Streptomyces sp.",Streptomyces
119156,"ST009282(HKI), BI 04642",,0,"Streptomyces sp.",Streptomyces
120645,"ST001516(HKI), BI 05148",,0,"Streptomyces sp.",Streptomyces
123142,"ST022229(HKI), BI 11258",,0,"Streptomyces sp.",Streptomyces
124631,"ST014044(HKI), BI 02855",,0,"Streptomyces sp.",Streptomyces
126120,ST001000(HKI),,0,"Streptomyces sp.",Streptomyces
105714,"ST021934(HKI), BI 10940",,0,"Streptomyces sp.",Streptomyces
106471,ST024041(HKI),,0,"Streptomyces sp.",Streptomyces
107960,STH00073(ZIMET),"HKI 0073",0,"Streptomyces sp.",Streptomyces
15971,"Tü 6239","DSM 41778",0,"Streptomyces sp.",Streptomyces
123393,ST005674(HKI),,0,"Streptomyces sp.",Streptomyces
124882,ST007381(HKI),,0,"Streptomyces sp.",Streptomyces
106722,ST024351(HKI),,0,"Streptomyces sp.",Streptomyces
108211,"ST026073(HKI), GT20014052",,0,"Streptomyces sp.",Streptomyces
109700,"ST033427(HKI), 1254",,0,"Streptomyces sp.",Streptomyces
111189,"ST004042(HKI), BI 07085",,0,"Streptomyces sp.",Streptomyces
112197,"ST006174(HKI), 1a/3",,0,"Streptomyces sp.",Streptomyces
113686,"ST015763(HKI), BI 04610",,0,"Streptomyces sp.",Streptomyces
115175,"ST020027(HKI), BI 09557",,0,"Streptomyces sp.",Streptomyces
108462,ST027021(HKI),,0,"Streptomyces sp.",Streptomyces
109951,"ST009492(HKI), BI 06810",,0,"Streptomyces sp.",Streptomyces
112448,"ST009323(HKI), BI 06760",,0,"Streptomyces sp.",Streptomyces
113937,ST005442(HKI),,0,"Streptomyces sp.",Streptomyces
115426,ST001200(HKI),,0,"Streptomyces sp.",Streptomyces
117923,"ST001459(HKI), BI 05063",,0,"Streptomyces sp.",Streptomyces
119412,"ST010605(HKI), BI 07337",,0,"Streptomyces sp.",Streptomyces
120901,"ST003816(HKI), BI 06560",,0,"Streptomyces sp.",Streptomyces
105970,"ST017400(HKI), BI 10031",,0,"Streptomyces sp.",Streptomyces
115677,"ST012017(HKI), BI 08094",,0,"Streptomyces sp.",Streptomyces
116685,ST010076(HKI),,0,"Streptomyces sp.",Streptomyces
118174,"ST011308(HKI), BI 07743",,0,"Streptomyces sp.",Streptomyces
119663,ST008475(HKI),,0,"Streptomyces sp.",Streptomyces
121152,"ST033436(HKI), 049",,0,"Streptomyces sp.",Streptomyces
122160,"ST019790(HKI), BI 09375",,0,"Streptomyces sp.",Streptomyces
123649,ST003951(HKI),,0,"Streptomyces sp.",Streptomyces
125138,"ST016426(HKI), BI 05622",,0,"Streptomyces sp.",Streptomyces
165060,,"JCM 4951, NRRL 5449",0,"Streptomyces sp.",Streptomyces
106978,"ST012956(HKI), BI 01762",,0,"Streptomyces sp.",Streptomyces
122411,ST008275(HKI),,0,"Streptomyces sp.",Streptomyces
123900,ST012197(HKI),,0,"Streptomyces sp.",Streptomyces
125389,ST026401(HKI),,0,"Streptomyces sp.",Streptomyces
107229,ST004448(HKI),,0,"Streptomyces sp.",Streptomyces
108718,ST021498(HKI),,0,"Streptomyces sp.",Streptomyces
110207,ST001764(HKI),,0,"Streptomyces sp.",Streptomyces
112704,"ST008893(HKI), BI 06327",,0,"Streptomyces sp.",Streptomyces
114193,"ST014804(HKI), BI 03639",,0,"Streptomyces sp.",Streptomyces
108969,ST028819(HKI),,0,"Streptomyces sp.",Streptomyces
110458,ST012698(HKI),,0,"Streptomyces sp.",Streptomyces
111466,"ST004235(HKI), BI 07624",,0,"Streptomyces sp.",Streptomyces
112955,"ST006710(HKI), H113/7Pr",,0,"Streptomyces sp.",Streptomyces
114444,ST007612(HKI),,0,"Streptomyces sp.",Streptomyces
115933,"ST019785(HKI), BI 09370",,0,"Streptomyces sp.",Streptomyces
116941,"ST015323(HKI), BI 04162",,0,"Streptomyces sp.",Streptomyces
118430,"ST016528(HKI), BI 05723",,0,"Streptomyces sp.",Streptomyces
119919,"ST015357(HKI), BI 04196",,0,"Streptomyces sp.",Streptomyces
121408,"ST007151(HKI), 710-8",,0,"Streptomyces sp.",Streptomyces
116184,ST011038(HKI),,0,"Streptomyces sp.",Streptomyces
117192,"ST020751(HKI), BI 10129",,0,"Streptomyces sp.",Streptomyces
118681,ST010344(HKI),,0,"Streptomyces sp.",Streptomyces
120170,ST003322(HKI),,0,"Streptomyces sp.",Streptomyces
121659,ST004533(HKI),,0,"Streptomyces sp.",Streptomyces
122667,ST024373(HKI),,0,"Streptomyces sp.",Streptomyces
124156,"ST015967(HKI), BI 04916",,0,"Streptomyces sp.",Streptomyces
125645,"ST022264(HKI), BI 11293",,0,"Streptomyces sp.",Streptomyces
122918,ST009928(HKI),,0,"Streptomyces sp.",Streptomyces
124407,ST012620(HKI),,0,"Streptomyces sp.",Streptomyces
125896,"ST015528(HKI), BI 04372",,0,"Streptomyces sp.",Streptomyces
106247,"ST024835(HKI), 530/23",,0,"Streptomyces sp.",Streptomyces
107736,ST024722(HKI),,0,"Streptomyces sp.",Streptomyces
109225,"ST023634(HKI), GT20001382",,0,"Streptomyces sp.",Streptomyces
110714,"ST006306(HKI), 5b/15",,0,"Streptomyces sp.",Streptomyces
111722,"ST004195(HKI), BI 07552",,0,"Streptomyces sp.",Streptomyces
113211,"ST018656(HKI), BI 08498",,0,"Streptomyces sp.",Streptomyces
15746,,"DSM 40842, CBS 108.60, IPV 1540, IPV 693, JCM 4306, KCC S-0306, NRRL B-3894",0,"Streptomyces sp.",Streptomyces
107987,"ST021269(HKI), BI 10386",,0,"Streptomyces sp.",Streptomyces
109476,"ST019215(HKI), BI 08816",,0,"Streptomyces sp.",Streptomyces
110965,"ST011823(HKI), SE75",,0,"Streptomyces sp.",Streptomyces
111973,ST004780(HKI),,0,"Streptomyces sp.",Streptomyces
113462,"ST006589(HKI), IV/96","IMET 43369",0,"Streptomyces sp.",Streptomyces
114951,ST007723(HKI),,0,"Streptomyces sp.",Streptomyces
116440,"ST016270(HKI), BI 05410",,0,"Streptomyces sp.",Streptomyces
117448,ST002493(HKI),,0,"Streptomyces sp.",Streptomyces
118937,"ST003653(HKI), BI 06015",,0,"Streptomyces sp.",Streptomyces
120426,ST007652(HKI),,0,"Streptomyces sp.",Streptomyces
115202,"ST020079(HKI), BI 09634",,0,"Streptomyces sp.",Streptomyces
117699,ST012383(HKI),,0,"Streptomyces sp.",Streptomyces
119188,"ST013153(HKI), BI 01961",,0,"Streptomyces sp.",Streptomyces
120677,ST010136(HKI),,0,"Streptomyces sp.",Streptomyces
123174,"ST016840(HKI), BI 06285",,0,"Streptomyces sp.",Streptomyces
124663,ST005158(HKI),,0,"Streptomyces sp.",Streptomyces
126152,"ST006159(HKI), 25/1",,0,"Streptomyces sp.",Streptomyces
105746,"ST022001(HKI), BI 11023",,0,"Streptomyces sp.",Streptomyces
106503,"ST027750(HKI), GT20021564",,0,"Streptomyces sp.",Streptomyces
16004,646-50,"DSM 46478, IMET 43498",0,"Streptomyces sp.",Streptomyces
121936,"ST018321(HKI), BI 08308",,0,"Streptomyces sp.",Streptomyces
123425,ST005742(HKI),,0,"Streptomyces sp.",Streptomyces
124914,ST012425(HKI),,0,"Streptomyces sp.",Streptomyces
106754,ST008720(HKI),,0,"Streptomyces sp.",Streptomyces
108243,"ST023256(HKI), BI 11904",,0,"Streptomyces sp.",Streptomyces
109732,ST030898(HKI),,0,"Streptomyces sp.",Streptomyces
111221,"ST013513(HKI), BI 02323",,0,"Streptomyces sp.",Streptomyces
112229,"ST006241(HKI), 23a/99",,0,"Streptomyces sp.",Streptomyces
113718,"ST015819(HKI), BI 04668",,0,"Streptomyces sp.",Streptomyces
107005,"ST012995(HKI), BI 01801",,0,"Streptomyces sp.",Streptomyces
108494,ST027121(HKI),,0,"Streptomyces sp.",Streptomyces
109983,ST009544(HKI),,0,"Streptomyces sp.",Streptomyces
112480,ST028931(HKI),,0,"Streptomyces sp.",Streptomyces
113969,ST005516(HKI),,0,"Streptomyces sp.",Streptomyces
115458,"ST006630(HKI), I/7",,0,"Streptomyces sp.",Streptomyces
117955,"ST001531(HKI), BI 05191",,0,"Streptomyces sp.",Streptomyces
119444,"ST014429(HKI), BI 03261",,0,"Streptomyces sp.",Streptomyces
120933,ST003674(HKI),,0,"Streptomyces sp.",Streptomyces
106002,ST001108(HKI),,0,"Streptomyces sp.",Streptomyces
114220,"ST014837(HKI), BI 03672",,0,"Streptomyces sp.",Streptomyces
115709,ST012083(HKI),,0,"Streptomyces sp.",Streptomyces
116717,ST010145(HKI),,0,"Streptomyces sp.",Streptomyces
118206,"ST011363(HKI), BI 07798",,0,"Streptomyces sp.",Streptomyces
119695,ST008549(HKI),,0,"Streptomyces sp.",Streptomyces
121184,ST005346(HKI),,0,"Streptomyces sp.",Streptomyces
122192,ST010394(HKI),,0,"Streptomyces sp.",Streptomyces
123681,"ST016910(HKI), BI 06451",,0,"Streptomyces sp.",Streptomyces
125170,"ST021672(HKI), BI 10577",,0,"Streptomyces sp.",Streptomyces
121435,ST009177(HKI),,0,"Streptomyces sp.",Streptomyces
122443,ST009693(HKI),,0,"Streptomyces sp.",Streptomyces
123932,ST007323(HKI),,0,"Streptomyces sp.",Streptomyces
125421,"ST020082(HKI), BI 09637",,0,"Streptomyces sp.",Streptomyces
107261,ST004526(HKI),,0,"Streptomyces sp.",Streptomyces
108750,"ST021553(HKI), BI 10529",,0,"Streptomyces sp.",Streptomyces
110239,"ST007297(HKI), 776-48",,0,"Streptomyces sp.",Streptomyces
112736,ST017146(HKI),,0,"Streptomyces sp.",Streptomyces
107512,"ST018117(HKI), BI 08134",,0,"Streptomyces sp.",Streptomyces
109001,"ST027722(HKI), GT20021539",,0,"Streptomyces sp.",Streptomyces
110490,ST012763(HKI),,0,"Streptomyces sp.",Streptomyces
111498,"ST016993(HKI), BI 06534",,0,"Streptomyces sp.",Streptomyces
112987,"ST006758(HKI), 494/123",,0,"Streptomyces sp.",Streptomyces
114476,ST007686(HKI),,0,"Streptomyces sp.",Streptomyces
115965,"ST001256(HKI), BI 04730",,0,"Streptomyces sp.",Streptomyces
116973,ST002374(HKI),,0,"Streptomyces sp.",Streptomyces
118462,ST004651(HKI),,0,"Streptomyces sp.",Streptomyces
119951,ST010104(HKI),,0,"Streptomyces sp.",Streptomyces
114727,ST009958(HKI),,0,"Streptomyces sp.",Streptomyces
116216,"ST011089(HKI), BI 07466",,0,"Streptomyces sp.",Streptomyces
117224,"ST014100(HKI), BI 02911",,0,"Streptomyces sp.",Streptomyces
118713,"ST010416(HKI), BI 07140",,0,"Streptomyces sp.",Streptomyces
120202,"ST013612(HKI), BI 02422",,0,"Streptomyces sp.",Streptomyces
121691,ST009445(HKI),,0,"Streptomyces sp.",Streptomyces
122699,"ST019930(HKI), BI 09509",,0,"Streptomyces sp.",Streptomyces
124188,"ST013159(HKI), BI 01967",,0,"Streptomyces sp.",Streptomyces
125677,ST028985(HKI),,0,"Streptomyces sp.",Streptomyces
122950,"ST018658(HKI), BI 08500",,0,"Streptomyces sp.",Streptomyces
124439,ST012686(HKI),,0,"Streptomyces sp.",Streptomyces
125928,"ST015274(HKI), BI 04113",,0,"Streptomyces sp.",Streptomyces
106279,ST027634(HKI),,0,"Streptomyces sp.",Streptomyces
107768,ST030203(HKI),,0,"Streptomyces sp.",Streptomyces
109257,"ST027207(HKI), GT20044199",,0,"Streptomyces sp.",Streptomyces
110746,"ST006342(HKI), 21b/4",,0,"Streptomyces sp.",Streptomyces
111754,"ST014383(HKI), BI 03215",,0,"Streptomyces sp.",Streptomyces
113243,"ST018716(HKI), BI 08507",,0,"Streptomyces sp.",Streptomyces
15778,,"DSM 41055, IMRU 3836",0,"Streptomyces sp.",Streptomyces
106530,"ST027800(HKI), GT20021634",,0,"Streptomyces sp.",Streptomyces
108019,"ST021317(HKI), BI 10434",,0,"Streptomyces sp.",Streptomyces
109508,"ST019324(HKI), BI 09043",,0,"Streptomyces sp.",Streptomyces
110997,ST011868(HKI),,0,"Streptomyces sp.",Streptomyces
112005,ST004849(HKI),,0,"Streptomyces sp.",Streptomyces
113494,"ST010638(HKI), BI 07370",,0,"Streptomyces sp.",Streptomyces
114983,ST007765(HKI),,0,"Streptomyces sp.",Streptomyces
116472,ST003364(HKI),,0,"Streptomyces sp.",Streptomyces
117480,"ST006973(HKI), 17/44",,0,"Streptomyces sp.",Streptomyces
118969,ST003697(HKI),,0,"Streptomyces sp.",Streptomyces
120458,"ST001558(HKI), BI 05246",,0,"Streptomyces sp.",Streptomyces
105527,ST003484(HKI),,0,"Streptomyces sp.",Streptomyces
113746,"ST015877(HKI), BI 04815",,0,"Streptomyces sp.",Streptomyces
115235,"ST020190(HKI), BI 09781",,0,"Streptomyces sp.",Streptomyces
117732,ST004778(HKI),,0,"Streptomyces sp.",Streptomyces
119221,"ST013209(HKI), BI 02019",,0,"Streptomyces sp.",Streptomyces
120710,"ST027651(HKI), GT20044111",,0,"Streptomyces sp.",Streptomyces
123207,ST024164(HKI),,0,"Streptomyces sp.",Streptomyces
124696,ST005235(HKI),,0,"Streptomyces sp.",Streptomyces
126185,"ST007163(HKI), 726-40",,0,"Streptomyces sp.",Streptomyces
105779,ST022747(HKI),,0,"Streptomyces sp.",Streptomyces
120961,ST008376(HKI),,0,"Streptomyces sp.",Streptomyces
121969,ST012091(HKI),,0,"Streptomyces sp.",Streptomyces
123458,"ST005823(HKI), 799",,0,"Streptomyces sp.",Streptomyces
124947,ST002867(HKI),,0,"Streptomyces sp.",Streptomyces
106787,ST008757(HKI),,0,"Streptomyces sp.",Streptomyces
108276,ST023317(HKI),,0,"Streptomyces sp.",Streptomyces
109765,"ST018786(HKI), BI 08577",,0,"Streptomyces sp.",Streptomyces
111254,"ST013566(HKI), BI 02376",,0,"Streptomyces sp.",Streptomyces
112262,"ST006389(HKI), 23a/30",,0,"Streptomyces sp.",Streptomyces
107038,"ST013053(HKI), BI 01860",,0,"Streptomyces sp.",Streptomyces
108527,ST028829(HKI),,0,"Streptomyces sp.",Streptomyces
110016,ST009624(HKI),,0,"Streptomyces sp.",Streptomyces
112513,ST007775(HKI),,0,"Streptomyces sp.",Streptomyces
114002,ST005600(HKI),,0,"Streptomyces sp.",Streptomyces
115491,"ST006666(HKI), 7/25S",,0,"Streptomyces sp.",Streptomyces
117988,"ST001600(HKI), BI 05316",,0,"Streptomyces sp.",Streptomyces
119477,"ST014494(HKI), BI 03327",,0,"Streptomyces sp.",Streptomyces
106035,"ST022099(HKI), BI 11110",,0,"Streptomyces sp.",Streptomyces
114253,"ST014898(HKI), BI 03733",,0,"Streptomyces sp.",Streptomyces
115742,ST012163(HKI),,0,"Streptomyces sp.",Streptomyces
116750,"ST010221(HKI), BI 06975",,0,"Streptomyces sp.",Streptomyces
118239,"ST011401(HKI), BI 07836",,0,"Streptomyces sp.",Streptomyces
119728,ST012505(HKI),,0,"Streptomyces sp.",Streptomyces
121217,ST009746(HKI),,0,"Streptomyces sp.",Streptomyces
122225,ST026122(HKI),,0,"Streptomyces sp.",Streptomyces
123714,ST002464(HKI),,0,"Streptomyces sp.",Streptomyces
125203,"ST003821(HKI), BI 06565",,0,"Streptomyces sp.",Streptomyces
121468,"ST021015(HKI), BI 10259",,0,"Streptomyces sp.",Streptomyces
122476,"ST023631(HKI), GT20001379",,0,"Streptomyces sp.",Streptomyces
123965,ST021493(HKI),,0,"Streptomyces sp.",Streptomyces
125454,"ST010542(HKI), ST 10542",,0,"Streptomyces sp.",Streptomyces
107294,ST004605(HKI),,0,"Streptomyces sp.",Streptomyces
108783,ST021598(HKI),,0,"Streptomyces sp.",Streptomyces
110272,ST007382(HKI),,0,"Streptomyces sp.",Streptomyces
112769,ST007818(HKI),,0,"Streptomyces sp.",Streptomyces
106056,ST029310(HKI),,0,"Streptomyces sp.",Streptomyces
107545,"ST018176(HKI), BI 08166",,0,"Streptomyces sp.",Streptomyces
109034,"ST021691(HKI), BI 10596",,0,"Streptomyces sp.",Streptomyces
110523,"ST012808(HKI), BI 01613",,0,"Streptomyces sp.",Streptomyces
111531,"ST012911(HKI), BI 01717",,0,"Streptomyces sp.",Streptomyces
113020,"ST019630(HKI), BI 09306",,0,"Streptomyces sp.",Streptomyces
114509,"ST019277(HKI), BI 08973",,0,"Streptomyces sp.",Streptomyces
115998,ST005625(HKI),,0,"Streptomyces sp.",Streptomyces
117006,ST003521(HKI),,0,"Streptomyces sp.",Streptomyces
118495,ST004692(HKI),,0,"Streptomyces sp.",Streptomyces
119984,ST007321(HKI),,0,"Streptomyces sp.",Streptomyces
113271,"ST018763(HKI), BI 08554",,0,"Streptomyces sp.",Streptomyces
114760,"ST013791(HKI), BI 02602",,0,"Streptomyces sp.",Streptomyces
116249,"ST011135(HKI), BI 07511",,0,"Streptomyces sp.",Streptomyces
117257,"ST014146(HKI), BI 02960",,0,"Streptomyces sp.",Streptomyces
118746,"ST011464(HKI), BI 07921",,0,"Streptomyces sp.",Streptomyces
120235,"ST011514(HKI), BI 07949",,0,"Streptomyces sp.",Streptomyces
121724,ST010401(HKI),,0,"Streptomyces sp.",Streptomyces
122732,"ST020214(HKI), BI 09805",,0,"Streptomyces sp.",Streptomyces
124221,"ST013414(HKI), BI 02223",,0,"Streptomyces sp.",Streptomyces
125710,ST029025(HKI),,0,"Streptomyces sp.",Streptomyces
120486,ST011625(HKI),,0,"Streptomyces sp.",Streptomyces
122983,"ST007265(HKI), 792-24",,0,"Streptomyces sp.",Streptomyces
124472,"ST022380(HKI), BI 11345",,0,"Streptomyces sp.",Streptomyces
125961,"ST022529(HKI), BI 11431",,0,"Streptomyces sp.",Streptomyces
106312,"ST027715(HKI), GT20021513",,0,"Streptomyces sp.",Streptomyces
107801,ST030385(HKI),,0,"Streptomyces sp.",Streptomyces
109290,ST028996(HKI),,0,"Streptomyces sp.",Streptomyces
110779,"ST006391(HKI), 23a/38",,0,"Streptomyces sp.",Streptomyces
111787,"ST001448(HKI), BI 04872",,0,"Streptomyces sp.",Streptomyces
15811,,"DSM 41362, IMRU 3746",0,"Streptomyces sp.",Streptomyces
106563,"ST027869(HKI), GT20021626",,0,"Streptomyces sp.",Streptomyces
108052,"ST021370(HKI), BI 10487",,0,"Streptomyces sp.",Streptomyces
109541,"ST018238(HKI), BI 08228",,0,"Streptomyces sp.",Streptomyces
111030,"ST016741(HKI), BI 06103",,0,"Streptomyces sp.",Streptomyces
112038,ST004932(HKI),,0,"Streptomyces sp.",Streptomyces
113527,ST010693(HKI),,0,"Streptomyces sp.",Streptomyces
115016,"ST007845(HKI), BI 08869",,0,"Streptomyces sp.",Streptomyces
116505,ST003420(HKI),,0,"Streptomyces sp.",Streptomyces
117513,"ST007008(HKI), 15/32",,0,"Streptomyces sp.",Streptomyces
119002,"ST003769(HKI), BI 06712, BI 06550",,0,"Streptomyces sp.",Streptomyces
160241,"Igact1, Igact1-B5","DSM 41962",0,"Streptomyces sp.",Streptomyces
113778,"ST015946(HKI), BI 04893",,0,"Streptomyces sp.",Streptomyces
115267,"ST013967(HKI), BI 02778",,0,"Streptomyces sp.",Streptomyces
117764,ST004851(HKI),,0,"Streptomyces sp.",Streptomyces
119253,"ST013258(HKI), BI 02066",,0,"Streptomyces sp.",Streptomyces
120742,ST027690(HKI),,0,"Streptomyces sp.",Streptomyces
123239,"ST012959(HKI), BI 01765",,0,"Streptomyces sp.",Streptomyces
124728,"ST012224(HKI), BI 01235",,0,"Streptomyces sp.",Streptomyces
126217,"ST007710(HKI), JA10084, 1112","IMET 41112",0,"Streptomyces sp.",Streptomyces
105811,"ST022789(HKI), BI 11680",,0,"Streptomyces sp.",Streptomyces
120993,ST008467(HKI),,0,"Streptomyces sp.",Streptomyces
122001,ST019051(HKI),,0,"Streptomyces sp.",Streptomyces
123490,ST020372(HKI),,0,"Streptomyces sp.",Streptomyces
124979,ST012733(HKI),,0,"Streptomyces sp.",Streptomyces
106819,ST008803(HKI),,0,"Streptomyces sp.",Streptomyces
108308,ST023364(HKI),,0,"Streptomyces sp.",Streptomyces
109797,"ST018859(HKI), BI 08674",,0,"Streptomyces sp.",Streptomyces
111286,"ST013604(HKI), BI 02414",,0,"Streptomyces sp.",Streptomyces
107070,"ST013111(HKI), BI 01919",,0,"Streptomyces sp.",Streptomyces
108559,ST028887(HKI),,0,"Streptomyces sp.",Streptomyces
110048,"ST014533(HKI), BI 03367",,0,"Streptomyces sp.",Streptomyces
112545,"ST019348(HKI), BI 09067",,0,"Streptomyces sp.",Streptomyces
114034,ST009682(HKI),,0,"Streptomyces sp.",Streptomyces
115523,"ST006712(HKI), 480/53Pr",,0,"Streptomyces sp.",Streptomyces
118020,"ST005959(HKI), 1329",,0,"Streptomyces sp.",Streptomyces
112796,"ST006501(HKI), 11-473",,0,"Streptomyces sp.",Streptomyces
114285,"ST014962(HKI), BI 03797",,0,"Streptomyces sp.",Streptomyces
115774,"ST016009(HKI), BI 04959",,0,"Streptomyces sp.",Streptomyces
116782,"ST010259(HKI), BI 07014",,0,"Streptomyces sp.",Streptomyces
118271,ST012487(HKI),,0,"Streptomyces sp.",Streptomyces
119760,ST012541(HKI),,0,"Streptomyces sp.",Streptomyces
121249,ST029042(HKI),,0,"Streptomyces sp.",Streptomyces
122257,ST003726(HKI),,0,"Streptomyces sp.",Streptomyces
123746,ST018874(HKI),,0,"Streptomyces sp.",Streptomyces
125235,"ST003937(HKI), BI 06890",,0,"Streptomyces sp.",Streptomyces
120011,ST003266(HKI),,0,"Streptomyces sp.",Streptomyces
121500,ST024160(HKI),,0,"Streptomyces sp.",Streptomyces
122508,ST005568(HKI),,0,"Streptomyces sp.",Streptomyces
123997,ST012466(HKI),,0,"Streptomyces sp.",Streptomyces
125486,"ST021008(HKI), BI 10252",,0,"Streptomyces sp.",Streptomyces
107326,"ST008691(HKI), A66",,0,"Streptomyces sp.",Streptomyces
108815,"ST022511(HKI), BI 11413",,0,"Streptomyces sp.",Streptomyces
110304,ST007429(HKI),,0,"Streptomyces sp.",Streptomyces
106088,"ST026685(HKI), GT20044233",,0,"Streptomyces sp.",Streptomyces
107577,"ST018225(HKI), BI 08215",,0,"Streptomyces sp.",Streptomyces
109066,ST022629(HKI),,0,"Streptomyces sp.",Streptomyces
110555,"ST016644(HKI), BI 05839",,0,"Streptomyces sp.",Streptomyces
111563,"ST023942(HKI), GT20001567",,0,"Streptomyces sp.",Streptomyces
113052,"ST019444(HKI), BI 09163",,0,"Streptomyces sp.",Streptomyces
114541,"ST019340(HKI), BI 09059",,0,"Streptomyces sp.",Streptomyces
116030,ST005697(HKI),,0,"Streptomyces sp.",Streptomyces
117038,ST003582(HKI),,0,"Streptomyces sp.",Streptomyces
118527,ST004760(HKI),,0,"Streptomyces sp.",Streptomyces
111814,"ST016680(HKI), BI 05874",,0,"Streptomyces sp.",Streptomyces
113303,"ST018810(HKI), BI 08601",,0,"Streptomyces sp.",Streptomyces
114792,"ST013850(HKI), BI 02660",,0,"Streptomyces sp.",Streptomyces
116281,"ST011186(HKI), BI 07609",,0,"Streptomyces sp.",Streptomyces
117289,"ST014188(HKI), BI 03004",,0,"Streptomyces sp.",Streptomyces
118778,"ST011518(HKI), BI 07953",,0,"Streptomyces sp.",Streptomyces
120267,ST030971(HKI),,0,"Streptomyces sp.",Streptomyces
121756,"ST008914(HKI), BI 06348",,0,"Streptomyces sp.",Streptomyces
122764,"ST020429(HKI), BI 09830",,0,"Streptomyces sp.",Streptomyces
124253,ST017507(HKI),,0,"Streptomyces sp.",Streptomyces
125742,ST005404(HKI),,0,"Streptomyces sp.",Streptomyces
119029,"ST003836(HKI), BI 06576",,0,"Streptomyces sp.",Streptomyces
120518,"ST001790(HKI), BI 09037",,0,"Streptomyces sp.",Streptomyces
123015,ST025126(HKI),,0,"Streptomyces sp.",Streptomyces
124504,ST026160(HKI),,0,"Streptomyces sp.",Streptomyces
125993,"ST015806(HKI), BI 04655",,0,"Streptomyces sp.",Streptomyces
105587,ST020961(HKI),,0,"Streptomyces sp.",Streptomyces
106344,ST031118(HKI),,0,"Streptomyces sp.",Streptomyces
107833,ST028311(HKI),,0,"Streptomyces sp.",Streptomyces
109322,ST029074(HKI),,0,"Streptomyces sp.",Streptomyces
110811,"ST006458(HKI), 5233",,0,"Streptomyces sp.",Streptomyces
15843,PDA,"DSM 41277, IMRU 3507",0,"Streptomyces sp.",Streptomyces
126244,ST009004(HKI),,0,"Streptomyces sp.",Streptomyces
106595,ST031410(HKI),,0,"Streptomyces sp.",Streptomyces
108084,ST021450(HKI),,0,"Streptomyces sp.",Streptomyces
109573,ST001217(HKI),,0,"Streptomyces sp.",Streptomyces
111062,"ST016775(HKI), BI 06209",,0,"Streptomyces sp.",Streptomyces
112070,ST000744(HKI),,0,"Streptomyces sp.",Streptomyces
113559,ST010749(HKI),,0,"Streptomyces sp.",Streptomyces
115048,"ST007899(HKI), BI 11929",,0,"Streptomyces sp.",Streptomyces
116537,ST003488(HKI),,0,"Streptomyces sp.",Streptomyces
117545,ST007936(HKI),,0,"Streptomyces sp.",Streptomyces
160273,UofK2,"DSM 42154",0,"Streptomyces sp.",Streptomyces
112321,ST024070(HKI),,0,"Streptomyces sp.",Streptomyces
113810,"ST018993(HKI), BI 08701",,0,"Streptomyces sp.",Streptomyces
115299,"ST014035(HKI), BI 02846",,0,"Streptomyces sp.",Streptomyces
117796,ST004933(HKI),,0,"Streptomyces sp.",Streptomyces
119285,"ST013312(HKI), BI 02120",,0,"Streptomyces sp.",Streptomyces
120774,ST009795(HKI),,0,"Streptomyces sp.",Streptomyces
123271,ST024016(HKI),,0,"Streptomyces sp.",Streptomyces
124760,ST010691(HKI),,0,"Streptomyces sp.",Streptomyces
105843,"ST022859(HKI), BI 11760",,0,"Streptomyces sp.",Streptomyces
